Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Error,Reached
0.3030,1,2.6233,0.4914,-1.8941,0.9813,-1.4549,5.2932,210.9080,0
0.3040,1,2.6333,0.4930,-1.9007,0.9847,-1.4599,5.3132,210.8839,0
0.3050,1,2.6433,0.4947,-1.9073,0.9880,-1.4648,5.3332,210.8598,0
0.3060,1,2.6533,0.4963,-1.9140,0.9913,-1.4698,5.3532,210.8357,0
0.3070,1,2.6633,0.4980,-1.9206,0.9946,-1.4748,5.3732,210.8116,0
0.3080,1,2.6733,0.4997,-1.9272,0.9979,-1.4797,5.3932,210.7874,0
0.3090,1,2.6833,0.5013,-1.9339,1.0012,-1.4847,5.4131,210.7633,0
0.3100,1,2.6933,0.5030,-1.9405,1.0045,-1.4897,5.4331,210.7392,0
0.3110,1,2.7033,0.5046,-1.9471,1.0078,-1.4946,5.4531,210.7151,0
0.3120,1,2.7133,0.5063,-1.9538,1.0111,-1.4996,5.4731,210.6909,0
0.3130,1,2.7233,0.5079,-1.9604,1.0144,-1.5046,5.4931,210.6668,0
0.3140,1,2.7333,0.5096,-1.9670,1.0177,-1.5095,5.5131,210.6427,0
0.3150,1,2.7433,0.5112,-1.9737,1.0210,-1.5145,5.5331,210.6186,0
0.3160,1,2.7533,0.5129,-1.9803,1.0244,-1.5195,5.5531,210.5944,0
0.3170,1,2.7633,0.5145,-1.9869,1.0277,-1.5244,5.5731,210.5703,0
0.3180,1,2.7733,0.5162,-1.9935,1.0310,-1.5294,5.5930,210.5462,0
0.3190,1,2.7833,0.5178,-2.0002,1.0343,-1.5344,5.6130,210.5221,0
0.3200,1,2.7933,0.5195,-2.0068,1.0376,-1.5393,5.6330,210.4980,0
0.3210,1,2.8033,0.5212,-2.0134,1.0409,-1.5443,5.6530,210.4738,0
0.3220,1,2.8133,0.5228,-2.0201,1.0442,-1.5493,5.6730,210.4497,0
0.3230,1,2.8233,0.5245,-2.0267,1.0475,-1.5542,5.6930,210.4256,0
0.3240,1,2.8333,0.5261,-2.0333,1.0508,-1.5592,5.7130,210.4015,0
0.3250,1,2.8433,0.5278,-2.0400,1.0541,-1.5642,5.7330,210.3773,0
0.3260,1,2.8533,0.5294,-2.0466,1.0574,-1.5691,5.7530,210.3532,0
0.3270,1,2.8633,0.5311,-2.0532,1.0607,-1.5741,5.7729,210.3291,0
0.3280,1,2.8733,0.5327,-2.0599,1.0640,-1.5791,5.7929,210.3050,0
0.3290,1,2.8833,0.5344,-2.0665,1.0674,-1.5840,5.8129,210.2809,0
0.3300,1,2.8933,0.5360,-2.0731,1.0707,-1.5890,5.8329,210.2567,0
0.3310,1,2.9033,0.5377,-2.0798,1.0740,-1.5940,5.8529,210.2326,0
0.3320,1,2.9133,0.5393,-2.0864,1.0773,-1.5989,5.8729,210.2085,0
0.3330,1,2.9233,0.5410,-2.0930,1.0806,-1.6039,5.8929,210.1844,0
0.3340,1,2.9333,0.5427,-2.0997,1.0839,-1.6089,5.9129,210.1602,0
0.3350,1,2.9433,0.5443,-2.1063,1.0872,-1.6138,5.9329,210.1361,0
0.3360,1,2.9533,0.5460,-2.1129,1.0905,-1.6188,5.9528,210.1120,0
0.3370,1,2.9633,0.5476,-2.1196,1.0938,-1.6238,5.9728,210.0879,0
0.3380,1,2.9733,0.5493,-2.1262,1.0971,-1.6287,5.9928,210.0638,0
0.3390,1,2.9833,0.5509,-2.1328,1.1004,-1.6337,6.0128,210.0396,0
0.3400,1,2.9933,0.5526,-2.1395,1.1037,-1.6387,6.0328,210.0155,0
0.3410,1,3.0033,0.5542,-2.1461,1.1071,-1.6436,6.0528,209.9914,0
0.3420,1,3.0133,0.5559,-2.1527,1.1104,-1.6486,6.0728,209.9673,0
0.3430,1,3.0233,0.5575,-2.1594,1.1137,-1.6536,6.0928,209.9431,0
0.3440,1,3.0333,0.5592,-2.1660,1.1170,-1.6585,6.1128,209.9190,0
0.3450,1,3.0433,0.5608,-2.1726,1.1203,-1.6635,6.1327,209.8949,0
0.3460,1,3.0533,0.5625,-2.1793,1.1236,-1.6685,6.1527,209.8708,0
0.3470,1,3.0633,0.5642,-2.1859,1.1269,-1.6734,6.1727,209.8467,0
0.3480,1,3.0733,0.5658,-2.1925,1.1302,-1.6784,6.1927,209.8225,0
0.3490,1,3.0833,0.5675,-2.1992,1.1335,-1.6834,6.2127,209.7984,0
0.3500,1,3.0933,0.5691,-2.2058,1.1368,-1.6883,6.2327,209.7743,0
0.3510,1,3.1033,0.5708,-2.2124,1.1401,-1.6933,6.2527,209.7502,0
0.3520,1,3.1133,0.5724,-2.2190,1.1434,-1.6983,6.2727,209.7260,0
0.3530,1,3.1233,0.5741,-2.2257,1.1468,-1.7032,6.2927,209.7019,0
0.3540,1,3.1333,0.5757,-2.2323,1.1501,-1.7082,6.3126,209.6778,0
0.3550,1,3.1433,0.5774,-2.2389,1.1534,-1.7132,6.3326,209.6537,0
0.3560,1,3.1533,0.5790,-2.2456,1.1567,-1.7181,6.3526,209.6296,0
0.3570,1,3.1633,0.5807,-2.2522,1.1600,-1.7231,6.3726,209.6054,0
0.3580,1,3.1733,0.5823,-2.2588,1.1633,-1.7281,6.3926,209.5813,0
0.3590,1,3.1833,0.5840,-2.2655,1.1666,-1.7330,6.4126,209.5572,0
0.3600,1,3.1933,0.5857,-2.2721,1.1699,-1.7380,6.4326,209.5331,0
0.3610,1,3.2033,0.5873,-2.2787,1.1732,-1.7430,6.4526,209.5089,0
0.3620,1,3.2133,0.5890,-2.2854,1.1765,-1.7479,6.4726,209.4848,0
0.3630,1,3.2233,0.5906,-2.2920,1.1798,-1.7529,6.4925,209.4607,0
0.3640,1,3.2333,0.5923,-2.2986,1.1831,-1.7579,6.5125,209.4366,0
0.3650,1,3.2433,0.5939,-2.3053,1.1864,-1.7628,6.5325,209.4125,0
0.3660,1,3.2533,0.5956,-2.3119,1.1898,-1.7678,6.5525,209.3883,0
0.3670,1,3.2633,0.5972,-2.3185,1.1931,-1.7728,6.5725,209.3642,0
0.3680,1,3.2733,0.5989,-2.3252,1.1964,-1.7777,6.5925,209.3401,0
0.3690,1,3.2833,0.6005,-2.3318,1.1997,-1.7827,6.6125,209.3160,0
0.3700,1,3.2933,0.6022,-2.3384,1.2030,-1.7877,6.6325,209.2918,0
0.3710,1,3.3033,0.6038,-2.3451,1.2063,-1.7926,6.6525,209.2677,0
0.3720,1,3.3133,0.6055,-2.3517,1.2096,-1.7976,6.6725,209.2436,0
0.3730,1,3.3233,0.6072,-2.3583,1.2129,-1.8026,6.6924,209.2195,0
0.3740,1,3.3333,0.6088,-2.3650,1.2162,-1.8075,6.7124,209.1953,0
0.3750,1,3.3433,0.6105,-2.3716,1.2195,-1.8125,6.7324,209.1712,0
0.3760,1,3.3533,0.6121,-2.3782,1.2228,-1.8174,6.7524,209.1471,0
0.3770,1,3.3633,0.6138,-2.3849,1.2261,-1.8224,6.7724,209.1230,0
0.3780,1,3.3733,0.6154,-2.3915,1.2295,-1.8274,6.7924,209.0989,0
0.3790,1,3.3833,0.6171,-2.3981,1.2328,-1.8323,6.8124,209.0747,0
0.3800,1,3.3933,0.6187,-2.4048,1.2361,-1.8373,6.8324,209.0506,0
0.3810,1,3.4033,0.6204,-2.4114,1.2394,-1.8423,6.8524,209.0265,0
0.3820,1,3.4133,0.6220,-2.4180,1.2427,-1.8472,6.8723,209.0024,0
0.3830,1,3.4233,0.6237,-2.4247,1.2460,-1.8522,6.8923,208.9782,0
0.3840,1,3.4333,0.6253,-2.4313,1.2493,-1.8572,6.9123,208.9541,0
0.3850,1,3.4433,0.6270,-2.4379,1.2526,-1.8621,6.9323,208.9300,0
0.3860,1,3.4533,0.6287,-2.4446,1.2559,-1.8671,6.9523,208.9059,0
0.3870,1,3.4633,0.6303,-2.4512,1.2592,-1.8721,6.9723,208.8818,0
0.3880,1,3.4733,0.6320,-2.4578,1.2625,-1.8770,6.9923,208.8576,0
0.3890,1,3.4833,0.6336,-2.4644,1.2658,-1.8820,7.0123,208.8335,0
0.3900,1,3.4933,0.6353,-2.4711,1.2692,-1.8870,7.0323,208.8094,0
0.3910,1,3.5033,0.6369,-2.4777,1.2725,-1.8919,7.0522,208.7853,0
0.3920,1,3.5133,0.6386,-2.4843,1.2758,-1.8969,7.0722,208.7611,0
0.3930,1,3.5233,0.6402,-2.4910,1.2791,-1.9019,7.0922,208.7370,0
0.3940,1,3.5333,0.6419,-2.4976,1.2824,-1.9068,7.1122,208.7129,0
0.3950,1,3.5433,0.6435,-2.5042,1.2857,-1.9118,7.1322,208.6888,0
0.3960,1,3.5533,0.6452,-2.5109,1.2890,-1.9168,7.1522,208.6647,0
0.3970,1,3.5633,0.6468,-2.5175,1.2923,-1.9217,7.1722,208.6405,0
0.3980,1,3.5733,0.6485,-2.5241,1.2956,-1.9267,7.1922,208.6164,0
0.3990,1,3.5833,0.6502,-2.5308,1.2989,-1.9317,7.2122,208.5923,0
0.4000,1,3.5933,0.6518,-2.5374,1.3022,-1.9366,7.2321,208.5682,0
0.4010,1,3.6033,0.6535,-2.5440,1.3055,-1.9416,7.2521,208.5440,0
0.4020,1,3.6133,0.6551,-2.5507,1.3088,-1.9466,7.2721,208.5199,0
0.4030,1,3.6233,0.6568,-2.5573,1.3122,-1.9515,7.2921,208.4958,0
0.4040,1,3.6333,0.6584,-2.5639,1.3155,-1.9565,7.3121,208.4717,0
0.4050,1,3.6433,0.6601,-2.5706,1.3188,-1.9615,7.3321,208.4476,0
0.4060,1,3.6533,0.6617,-2.5772,1.3221,-1.9664,7.3521,208.4234,0
0.4070,1,3.6633,0.6634,-2.5838,1.3254,-1.9714,7.3721,208.3993,0
0.4080,1,3.6733,0.6650,-2.5905,1.3287,-1.9764,7.3921,208.3752,0
0.4090,1,3.6833,0.6667,-2.5971,1.3320,-1.9813,7.4120,208.3511,0
0.4100,1,3.6933,0.6683,-2.6037,1.3353,-1.9863,7.4320,208.3269,0
0.4110,1,3.7033,0.6700,-2.6104,1.3386,-1.9913,7.4520,208.3028,0
0.4120,1,3.7133,0.6717,-2.6170,1.3419,-1.9962,7.4720,208.2787,0
0.4130,1,3.7233,0.6733,-2.6236,1.3452,-2.0012,7.4920,208.2546,0
0.4140,1,3.7333,0.6750,-2.6303,1.3485,-2.0062,7.5120,208.2305,0
0.4150,1,3.7433,0.6766,-2.6369,1.3519,-2.0111,7.5320,208.2063,0
0.4160,1,3.7533,0.6783,-2.6435,1.3552,-2.0161,7.5520,208.1822,0
0.4170,1,3.7633,0.6799,-2.6502,1.3585,-2.0211,7.5720,208.1581,0
0.4180,1,3.7733,0.6816,-2.6568,1.3618,-2.0260,7.5919,208.1340,0
0.4190,1,3.7833,0.6832,-2.6634,1.3651,-2.0310,7.6119,208.1098,0
0.4200,1,3.7933,0.6849,-2.6701,1.3684,-2.0360,7.6319,208.0857,0
0.4210,1,3.8033,0.6865,-2.6767,1.3717,-2.0409,7.6519,208.0616,0
0.4220,1,3.8133,0.6882,-2.6833,1.3750,-2.0459,7.6719,208.0375,0
0.4230,1,3.8233,0.6899,-2.6900,1.3783,-2.0509,7.6919,208.0134,0
0.4240,1,3.8333,0.6915,-2.6966,1.3816,-2.0558,7.7119,207.9892,0
0.4250,1,3.8433,0.6932,-2.7032,1.3849,-2.0608,7.7319,207.9651,0
0.4260,1,3.8533,0.6948,-2.7098,1.3882,-2.0658,7.7519,207.9410,0
0.4270,1,3.8633,0.6965,-2.7165,1.3916,-2.0707,7.7718,207.9169,0
0.4280,1,3.8733,0.6981,-2.7231,1.3949,-2.0757,7.7918,207.8927,0
0.4290,1,3.8833,0.6998,-2.7297,1.3982,-2.0807,7.8118,207.8686,0
0.4300,1,3.8933,0.7014,-2.7364,1.4015,-2.0856,7.8318,207.8445,0
0.4310,1,3.9033,0.7031,-2.7430,1.4048,-2.0906,7.8518,207.8204,0
0.4320,1,3.9133,0.7047,-2.7496,1.4081,-2.0956,7.8718,207.7962,0
0.4330,1,3.9233,0.7064,-2.7563,1.4114,-2.1005,7.8918,207.7721,0
0.4340,1,3.9333,0.7080,-2.7629,1.4147,-2.1055,7.9118,207.7480,0
0.4350,1,3.9433,0.7097,-2.7695,1.4180,-2.1105,7.9318,207.7239,0
0.4360,1,3.9533,0.7114,-2.7762,1.4213,-2.1154,7.9517,207.6998,0
0.4370,1,3.9633,0.7130,-2.7828,1.4246,-2.1204,7.9717,207.6756,0
0.4380,1,3.9733,0.7147,-2.7894,1.4279,-2.1254,7.9917,207.6515,0
0.4390,1,3.9833,0.7163,-2.7961,1.4312,-2.1303,8.0117,207.6274,0
0.4400,1,3.9933,0.7180,-2.8027,1.4346,-2.1353,8.0317,207.6033,0
0.4410,1,4.0033,0.7196,-2.8093,1.4379,-2.1403,8.0517,207.5791,0
0.4420,1,4.0133,0.7213,-2.8160,1.4412,-2.1452,8.0717,207.5550,0
0.4430,1,4.0233,0.7229,-2.8226,1.4445,-2.1502,8.0917,207.5309,0
0.4440,1,4.0333,0.7246,-2.8292,1.4478,-2.1552,8.1117,207.5068,0
0.4450,1,4.0433,0.7262,-2.8359,1.4511,-2.1601,8.1316,207.4827,0
0.4460,1,4.0533,0.7279,-2.8425,1.4544,-2.1651,8.1516,207.4585,0
0.4470,1,4.0633,0.7295,-2.8491,1.4577,-2.1700,8.1716,207.4344,0
0.4480,1,4.0733,0.7312,-2.8558,1.4610,-2.1750,8.1916,207.4103,0
0.4490,1,4.0833,0.7329,-2.8624,1.4643,-2.1800,8.2116,207.3862,0
0.4500,1,4.0933,0.7345,-2.8690,1.4676,-2.1849,8.2316,207.3620,0
0.4510,1,4.1033,0.7362,-2.8757,1.4709,-2.1899,8.2516,207.3379,0
0.4520,1,4.1133,0.7378,-2.8823,1.4743,-2.1949,8.2716,207.3138,0
0.4530,1,4.1233,0.7395,-2.8889,1.4776,-2.1998,8.2916,207.2897,0
0.4540,1,4.1333,0.7411,-2.8956,1.4809,-2.2048,8.3116,207.2656,0
0.4550,1,4.1433,0.7428,-2.9022,1.4842,-2.2098,8.3315,207.2414,0
0.4560,1,4.1533,0.7444,-2.9088,1.4875,-2.2147,8.3515,207.2173,0
0.4570,1,4.1633,0.7461,-2.9155,1.4908,-2.2197,8.3715,207.1932,0
0.4580,1,4.1733,0.7477,-2.9221,1.4941,-2.2247,8.3915,207.1691,0
0.4590,1,4.1833,0.7494,-2.9287,1.4974,-2.2296,8.4115,207.1449,0
0.4600,1,4.1933,0.7510,-2.9353,1.5007,-2.2346,8.4315,207.1208,0
0.4610,1,4.2033,0.7527,-2.9420,1.5040,-2.2396,8.4515,207.0967,0
0.4620,1,4.2133,0.7544,-2.9486,1.5073,-2.2445,8.4715,207.0726,0
0.4630,1,4.2233,0.7560,-2.9552,1.5106,-2.2495,8.4915,207.0485,0
0.4640,1,4.2333,0.7577,-2.9619,1.5140,-2.2545,8.5114,207.0243,0
0.4650,1,4.2433,0.7593,-2.9685,1.5173,-2.2594,8.5314,207.0002,0
0.4660,1,4.2533,0.7610,-2.9751,1.5206,-2.2644,8.5514,206.9761,0
0.4670,1,4.2633,0.7626,-2.9818,1.5239,-2.2694,8.5714,206.9520,0
0.4680,1,4.2733,0.7643,-2.9884,1.5272,-2.2743,8.5914,206.9278,0
0.4690,1,4.2833,0.7659,-2.9950,1.5305,-2.2793,8.6114,206.9037,0
0.4700,1,4.2933,0.7676,-3.0017,1.5338,-2.2843,8.6314,206.8796,0
0.4710,1,4.3033,0.7692,-3.0083,1.5371,-2.2892,8.6514,206.8555,0
0.4720,1,4.3133,0.7709,-3.0149,1.5404,-2.2942,8.6714,206.8314,0
0.4730,1,4.3233,0.7725,-3.0216,1.5437,-2.2992,8.6913,206.8072,0
0.4740,1,4.3333,0.7742,-3.0282,1.5470,-2.3041,8.7113,206.7831,0
0.4750,1,4.3433,0.7759,-3.0348,1.5503,-2.3091,8.7313,206.7590,0
0.4760,1,4.3533,0.7775,-3.0415,1.5536,-2.3141,8.7513,206.7349,0
0.4770,1,4.3633,0.7792,-3.0481,1.5570,-2.3190,8.7713,206.7107,0
0.4780,1,4.3733,0.7808,-3.0547,1.5603,-2.3240,8.7913,206.6866,0
0.4790,1,4.3833,0.7825,-3.0614,1.5636,-2.3290,8.8113,206.6625,0
0.4800,1,4.3933,0.7841,-3.0680,1.5669,-2.3339,8.8313,206.6384,0
0.4810,1,4.4033,0.7858,-3.0746,1.5702,-2.3389,8.8513,206.6143,0
0.4820,1,4.4133,0.7874,-3.0813,1.5735,-2.3439,8.8712,206.5901,0
0.4830,1,4.4233,0.7891,-3.0879,1.5768,-2.3488,8.8912,206.5660,0
0.4840,1,4.4333,0.7907,-3.0945,1.5801,-2.3538,8.9112,206.5419,0
0.4850,1,4.4433,0.7924,-3.1012,1.5834,-2.3588,8.9312,206.5178,0
0.4860,1,4.4533,0.7940,-3.1078,1.5867,-2.3637,8.9512,206.4936,0
0.4870,1,4.4633,0.7957,-3.1144,1.5900,-2.3687,8.9712,206.4695,0
0.4880,1,4.4733,0.7974,-3.1211,1.5933,-2.3737,8.9912,206.4454,0
0.4890,1,4.4833,0.7990,-3.1277,1.5967,-2.3786,9.0112,206.4213,0
0.4900,1,4.4933,0.8007,-3.1343,1.6000,-2.3836,9.0312,206.3971,0
0.4910,1,4.5033,0.8023,-3.1410,1.6033,-2.3886,9.0511,206.3730,0
0.4920,1,4.5133,0.8040,-3.1476,1.6066,-2.3935,9.0711,206.3489,0
0.4930,1,4.5233,0.8056,-3.1542,1.6099,-2.3985,9.0911,206.3248,0
0.4940,1,4.5333,0.8073,-3.1609,1.6132,-2.4035,9.1111,206.3007,0
0.4950,1,4.5433,0.8089,-3.1675,1.6165,-2.4084,9.1311,206.2765,0
0.4960,1,4.5533,0.8106,-3.1741,1.6198,-2.4134,9.1511,206.2524,0
0.4970,1,4.5633,0.8122,-3.1807,1.6231,-2.4184,9.1711,206.2283,0
0.4980,1,4.5733,0.8139,-3.1874,1.6264,-2.4233,9.1911,206.2042,0
0.4990,1,4.5833,0.8155,-3.1940,1.6297,-2.4283,9.2111,206.1800,0
0.5000,1,4.5933,0.8172,-3.2006,1.6330,-2.4333,9.2310,206.1559,0
0.5010,1,4.6033,0.8189,-3.2073,1.6364,-2.4382,9.2510,206.1318,0
0.5020,1,4.6133,0.8205,-3.2139,1.6397,-2.4432,9.2710,206.1077,0
0.5030,1,4.6233,0.8222,-3.2205,1.6430,-2.4482,9.2910,206.0836,0
0.5040,1,4.6333,0.8238,-3.2272,1.6463,-2.4531,9.3110,206.0594,0
0.5050,1,4.6433,0.8255,-3.2338,1.6496,-2.4581,9.3310,206.0353,0
0.5060,1,4.6533,0.8271,-3.2404,1.6529,-2.4631,9.3510,206.0112,0
0.5070,1,4.6633,0.8288,-3.2471,1.6562,-2.4680,9.3710,205.9871,0
0.5080,1,4.6733,0.8304,-3.2537,1.6595,-2.4730,9.3910,205.9629,0
0.5090,1,4.6833,0.8321,-3.2603,1.6628,-2.4780,9.4109,205.9388,0
0.5100,1,4.6933,0.8337,-3.2670,1.6661,-2.4829,9.4309,205.9147,0
0.5110,1,4.7033,0.8354,-3.2736,1.6694,-2.4879,9.4509,205.8906,0
0.5120,1,4.7133,0.8370,-3.2802,1.6727,-2.4929,9.4709,205.8665,0
0.5130,1,4.7233,0.8387,-3.2869,1.6760,-2.4978,9.4909,205.8423,0
0.5140,1,4.7333,0.8404,-3.2935,1.6794,-2.5028,9.5109,205.8182,0
0.5150,1,4.7433,0.8420,-3.3001,1.6827,-2.5078,9.5309,205.7941,0
0.5160,1,4.7533,0.8437,-3.3068,1.6860,-2.5127,9.5509,205.7700,0
0.5170,1,4.7633,0.8453,-3.3134,1.6893,-2.5177,9.5709,205.7458,0
0.5180,1,4.7733,0.8470,-3.3200,1.6926,-2.5226,9.5908,205.7217,0
0.5190,1,4.7833,0.8486,-3.3267,1.6959,-2.5276,9.6108,205.6976,0
0.5200,1,4.7933,0.8503,-3.3333,1.6992,-2.5326,9.6308,205.6735,0
0.5210,1,4.8033,0.8519,-3.3399,1.7025,-2.5375,9.6508,205.6494,0
0.5220,1,4.8133,0.8536,-3.3466,1.7058,-2.5425,9.6708,205.6252,0
0.5230,1,4.8233,0.8552,-3.3532,1.7091,-2.5475,9.6908,205.6011,0
0.5240,1,4.8333,0.8569,-3.3598,1.7124,-2.5524,9.7108,205.5770,0
0.5250,1,4.8433,0.8585,-3.3665,1.7157,-2.5574,9.7308,205.5529,0
0.5260,1,4.8533,0.8602,-3.3731,1.7191,-2.5624,9.7508,205.5287,0
0.5270,1,4.8633,0.8619,-3.3797,1.7224,-2.5673,9.7707,205.5046,0
0.5280,1,4.8733,0.8635,-3.3864,1.7257,-2.5723,9.7907,205.4805,0
0.5290,1,4.8833,0.8652,-3.3930,1.7290,-2.5773,9.8107,205.4564,0
0.5300,1,4.8933,0.8668,-3.3996,1.7323,-2.5822,9.8307,205.4323,0
0.5310,1,4.9033,0.8685,-3.4063,1.7356,-2.5872,9.8507,205.4081,0
0.5320,1,4.9133,0.8701,-3.4129,1.7389,-2.5922,9.8707,205.3840,0
0.5330,1,4.9233,0.8718,-3.4195,1.7422,-2.5971,9.8907,205.3599,0
0.5340,1,4.9333,0.8734,-3.4261,1.7455,-2.6021,9.9107,205.3358,0
0.5350,1,4.9433,0.8751,-3.4328,1.7488,-2.6071,9.9307,205.3116,0
0.5360,1,4.9533,0.8767,-3.4394,1.7521,-2.6120,9.9506,205.2875,0
0.5370,1,4.9633,0.8784,-3.4460,1.7554,-2.6170,9.9706,205.2634,0
0.5380,1,4.9733,0.8800,-3.4527,1.7588,-2.6220,9.9906,205.2393,0
0.5390,1,4.9833,0.8817,-3.4593,1.7621,-2.6269,10.0106,205.2151,0
0.5400,1,4.9933,0.8834,-3.4659,1.7654,-2.6319,10.0306,205.1910,0
0.5410,1,5.0033,0.8850,-3.4726,1.7687,-2.6369,10.0506,205.1669,0
0.5420,1,5.0133,0.8867,-3.4792,1.7720,-2.6418,10.0706,205.1428,0
0.5430,1,5.0233,0.8883,-3.4858,1.7753,-2.6468,10.0906,205.1187,0
0.5440,1,5.0333,0.8900,-3.4925,1.7786,-2.6518,10.1106,205.0945,0
0.5450,1,5.0433,0.8916,-3.4991,1.7819,-2.6567,10.1306,205.0704,0
0.5460,1,5.0533,0.8933,-3.5057,1.7852,-2.6617,10.1505,205.0463,0
0.5470,1,5.0633,0.8949,-3.5124,1.7885,-2.6667,10.1705,205.0222,0
0.5480,1,5.0733,0.8966,-3.5190,1.7918,-2.6716,10.1905,204.9980,0
0.5490,1,5.0833,0.8982,-3.5256,1.7951,-2.6766,10.2105,204.9739,0
0.5500,1,5.0933,0.8999,-3.5323,1.7984,-2.6816,10.2305,204.9498,0
0.5510,1,5.1033,0.9015,-3.5389,1.8018,-2.6865,10.2505,204.9257,0
0.5520,1,5.1133,0.9032,-3.5455,1.8051,-2.6915,10.2705,204.9016,0
0.5530,1,5.1233,0.9049,-3.5522,1.8084,-2.6965,10.2905,204.8774,0
0.5540,1,5.1333,0.9065,-3.5588,1.8117,-2.7014,10.3105,204.8533,0
0.5550,1,5.1433,0.9082,-3.5654,1.8150,-2.7064,10.3304,204.8292,0
0.5560,1,5.1533,0.9098,-3.5721,1.8183,-2.7114,10.3504,204.8051,0
0.5570,1,5.1633,0.9115,-3.5787,1.8216,-2.7163,10.3704,204.7809,0
0.5580,1,5.1733,0.9131,-3.5853,1.8249,-2.7213,10.3904,204.7568,0
0.5590,1,5.1833,0.9148,-3.5920,1.8282,-2.7263,10.4104,204.7327,0
0.5600,1,5.1933,0.9164,-3.5986,1.8315,-2.7312,10.4304,204.7086,0
0.5610,1,5.2033,0.9181,-3.6052,1.8348,-2.7362,10.4504,204.6845,0
0.5620,1,5.2133,0.9197,-3.6119,1.8381,-2.7412,10.4704,204.6603,0
0.5630,1,5.2233,0.9214,-3.6185,1.8415,-2.7461,10.4904,204.6362,0
0.5640,1,5.2333,0.9230,-3.6251,1.8448,-2.7511,10.5103,204.6121,0
0.5650,1,5.2433,0.9247,-3.6318,1.8481,-2.7561,10.5303,204.5880,0
0.5660,1,5.2533,0.9264,-3.6384,1.8514,-2.7610,10.5503,204.5638,0
0.5670,1,5.2633,0.9280,-3.6450,1.8547,-2.7660,10.5703,204.5397,0
0.5680,1,5.2733,0.9297,-3.6516,1.8580,-2.7710,10.5903,204.5156,0
0.5690,1,5.2833,0.9313,-3.6583,1.8613,-2.7759,10.6103,204.4915,0
0.5700,1,5.2933,0.9330,-3.6649,1.8646,-2.7809,10.6303,204.4674,0
0.5710,1,5.3033,0.9346,-3.6715,1.8679,-2.7859,10.6503,204.4432,0
0.5720,1,5.3133,0.9363,-3.6782,1.8712,-2.7908,10.6703,204.4191,0
0.5730,1,5.3233,0.9379,-3.6848,1.8745,-2.7958,10.6902,204.3950,0
0.5740,1,5.3333,0.9396,-3.6914,1.8778,-2.8008,10.7102,204.3709,0
0.5750,1,5.3433,0.9412,-3.6981,1.8812,-2.8057,10.7302,204.3467,0
0.5760,1,5.3533,0.9429,-3.7047,1.8845,-2.8107,10.7502,204.3226,0
0.5770,1,5.3633,0.9445,-3.7113,1.8878,-2.8157,10.7702,204.2985,0
0.5780,1,5.3733,0.9462,-3.7180,1.8911,-2.8206,10.7902,204.2744,0
0.5790,1,5.3833,0.9479,-3.7246,1.8944,-2.8256,10.8102,204.2503,0
0.5800,1,5.3933,0.9495,-3.7312,1.8977,-2.8306,10.8302,204.2261,0
0.5810,1,5.4033,0.9512,-3.7379,1.9010,-2.8355,10.8502,204.2020,0
0.5820,1,5.4133,0.9528,-3.7445,1.9043,-2.8405,10.8701,204.1779,0
0.5830,1,5.4233,0.9545,-3.7511,1.9076,-2.8455,10.8901,204.1538,0
0.5840,1,5.4333,0.9561,-3.7578,1.9109,-2.8504,10.9101,204.1296,0
0.5850,1,5.4433,0.9578,-3.7644,1.9142,-2.8554,10.9301,204.1055,0
0.5860,1,5.4533,0.9594,-3.7710,1.9175,-2.8604,10.9501,204.0814,0
0.5870,1,5.4633,0.9611,-3.7777,1.9208,-2.8653,10.9701,204.0573,0
0.5880,1,5.4733,0.9627,-3.7843,1.9242,-2.8703,10.9901,204.0332,0
0.5890,1,5.4833,0.9644,-3.7909,1.9275,-2.8752,11.0101,204.0090,0
0.5900,1,5.4933,0.9660,-3.7976,1.9308,-2.8802,11.0301,203.9849,0
0.5910,1,5.5033,0.9677,-3.8042,1.9341,-2.8852,11.0500,203.9608,0
0.5920,1,5.5133,0.9694,-3.8108,1.9374,-2.8901,11.0700,203.9367,0
0.5930,1,5.5233,0.9710,-3.8175,1.9407,-2.8951,11.0900,203.9125,0
0.5940,1,5.5333,0.9727,-3.8241,1.9440,-2.9001,11.1100,203.8884,0
0.5950,1,5.5433,0.9743,-3.8307,1.9473,-2.9050,11.1300,203.8643,0
0.5960,1,5.5533,0.9760,-3.8374,1.9506,-2.9100,11.1500,203.8402,0
0.5970,1,5.5633,0.9776,-3.8440,1.9539,-2.9150,11.1700,203.8160,0
0.5980,1,5.5733,0.9793,-3.8506,1.9572,-2.9199,11.1900,203.7919,0
0.5990,1,5.5833,0.9809,-3.8573,1.9605,-2.9249,11.2100,203.7678,0
0.6000,1,5.5933,0.9826,-3.8639,1.9639,-2.9299,11.2299,203.7437,0
0.6010,1,5.6033,0.9842,-3.8705,1.9672,-2.9348,11.2499,203.7196,0
0.6020,1,5.6133,0.9859,-3.8772,1.9705,-2.9398,11.2699,203.6954,0
0.6030,1,5.6233,0.9875,-3.8838,1.9738,-2.9448,11.2899,203.6713,0
0.6040,1,5.6333,0.9892,-3.8904,1.9771,-2.9497,11.3099,203.6472,0
0.6050,1,5.6433,0.9909,-3.8970,1.9804,-2.9547,11.3299,203.6231,0
